src,tar,t,label
3802,3810,14,0
2837,2841,14,0
1940,1910,14,0
535,565,14,0
5108,5189,14,0
2987,2992,14,0
1729,1795,14,0
536,539,14,0
5109,5108,14,0
3048,2992,14,0
2369,2366,14,0
2209,2279,14,0
1270,1273,14,0
4111,4109,14,0
1272,1270,14,0
1071,1156,14,0
884,970,14,0
4260,4263,14,0
2521,2605,14,0
884,887,14,0
885,888,14,0
884,918,14,0
731,819,14,0
731,822,14,0
736,731,14,0
6490,6499,14,0
5261,5257,14,0
6009,6007,14,0
3474,3532,14,0
5437,5409,14,0
1568,1632,14,0
5734,5711,14,0
3317,3316,14,0
5720,5715,14,0
6161,6223,14,0
5734,5720,14,0
4953,5010,14,0
1416,1421,14,0
6349,6338,14,0
5559,5616,14,0
4410,4419,14,0
3961,3959,14,0
1415,1420,14,0
5559,5565,14,0
3237,3204,14,0
1416,1423,14,0
5560,5570,14,0
4623,4685,14,0
2056,2064,14,0
1901,1910,14,0
3802,3810,14,0
2836,2869,14,0
2687,2682,14,0
1902,1910,14,0
2837,2921,14,0
2681,2687,14,0
1910,1901,14,0
5108,5192,14,0
2986,2992,14,0
536,615,14,0
5108,5110,14,0
2370,2456,14,0
1729,1732,14,0
534,536,14,0
4109,4112,14,0
1273,1270,14,0
4109,4196,14,0
1273,1275,14,0
1071,1074,14,0
4260,4294,14,0
1073,1071,14,0
3658,3667,14,0
823,736,14,0
3654,3688,14,0
3658,3667,14,0
3658,3654,14,0
3667,3659,14,0
6502,6491,15,0
3473,3538,15,0
6010,6007,15,0
5449,5408,15,0
1577,1568,15,0
3318,3323,15,0
1577,1568,15,0
6161,6171,15,0
5711,5717,15,0
4951,5020,15,0
1579,1577,15,0
4443,4410,15,0
3967,3961,15,0
4775,4778,15,0
3237,3170,15,0
4623,4685,15,0
1415,1449,15,0
5559,5597,15,0
4622,4655,15,0
3801,3890,15,0
4623,4630,15,0
3802,3810,15,0
2837,2924,15,0
2681,2738,15,0
2987,3075,15,0
2837,2918,15,0
1902,1992,15,0
5108,5195,15,0
2992,3048,15,0
2370,2450,15,0
1728,1733,15,0
536,621,15,0
2370,2453,15,0
2209,2302,15,0
1728,1822,15,0
536,618,15,0
4109,4199,15,0
1273,1362,15,0
4260,4313,15,0
4109,4193,15,0
2525,2520,15,0
1274,1273,15,0
1071,1153,15,0
4109,4118,15,0
1071,1159,15,0
4109,4107,15,0
1072,1068,15,0
4110,4118,15,0
1072,1066,15,0
884,888,15,0
823,730,15,0
3655,3654,15,0
3654,3761,15,0
6490,6499,15,0
3470,3474,15,0
6009,6017,15,0
5259,5261,15,0
6009,6008,15,0
6010,6015,15,0
5711,5716,15,0
4953,4949,15,0
1569,1572,15,0
4411,4419,15,0
6339,6395,15,0
4469,4410,15,0
3166,3169,15,0
4778,4861,15,0
3167,3170,15,0
1421,1416,15,0
5559,5562,15,0
2056,2141,15,0
5566,5643,15,0
4623,4706,15,0
3801,3887,15,0
2682,2686,15,0
2056,2138,15,0
4624,4623,15,0
3801,3804,15,0
2837,2839,15,0
2683,2681,15,0
1902,1904,15,0
5108,5138,15,0
2988,2987,15,0
2838,2837,15,0
1902,1989,15,0
2987,3069,15,0
2834,2836,15,0
2370,2372,15,0
2209,2296,15,0
1730,1728,15,0
536,533,15,0
2371,2370,15,0
2209,2282,15,0
1728,1731,15,0
2521,2534,15,0
2369,2373,15,0
1273,1356,15,0
1273,1359,15,0
1306,1272,15,0
4110,4108,15,0
885,888,15,0
1072,1066,15,0
731,816,15,0
732,761,15,0
3654,3758,15,0
3654,3656,15,0
6491,6499,16,0
5261,5259,16,0
3473,3477,16,0
3317,3323,16,0
5409,5443,16,0
6045,6009,16,0
4953,4959,16,0
1568,1567,16,0
3962,3989,16,0
6340,6338,16,0
4411,4498,16,0
6338,6427,16,0
4779,4778,16,0
4411,4413,16,0
3166,3249,16,0
1415,1418,16,0
4777,4775,16,0
3168,3166,16,0
1416,1421,16,0
5559,5643,16,0
2057,2056,16,0
5561,5559,16,0
4623,4712,16,0
3803,3801,16,0
2681,2771,16,0
2056,2144,16,0
5107,5112,16,0
4623,4709,16,0
3801,3884,16,0
2681,2765,16,0
1903,1902,16,0
3868,3810,16,0
2987,3072,16,0
1902,1986,16,0
536,618,16,0
3802,3898,16,1
2987,2989,16,0
2211,2209,16,0
1940,1910,16,0
1728,1819,16,0
536,539,16,0
4264,4260,16,0
2520,2525,16,0
2366,2369,16,0
2209,2212,16,0
1728,1816,16,0
1729,1757,16,0
1273,1270,16,0
976,882,16,0
823,737,16,0
3654,3764,16,0
5261,5259,16,0
3323,3318,16,0
6183,6165,16,0
5709,5720,16,0
4954,4959,16,0
4953,4959,16,0
3962,4047,16,0
3963,3962,16,0
6338,6424,16,0
4411,4492,16,0
6338,6421,16,0
4778,4858,16,0
4411,4495,16,0
3166,3252,16,0
1415,1504,16,0
5867,5865,16,0
4778,4780,16,0
3166,3255,16,0
1417,1415,16,0
5878,5871,16,0
5559,5646,16,0
2056,2058,16,0
5559,5649,16,0
4623,4625,16,0
2681,2768,16,0
5560,5570,16,0
2681,2684,16,0
3801,3895,16,1
2836,2834,16,0
2687,2681,16,0
2209,2299,16,0
1910,1901,16,0
2687,2681,16,0
2456,2370,16,0
1728,1768,16,0
535,539,16,0
1272,1270,16,0
2986,2992,16,0
2534,2521,16,0
2370,2374,16,0
943,884,16,0
736,731,16,0
6490,6499,17,0
3470,3474,17,0
3318,3322,17,0
6162,6250,17,0
5713,5711,17,0
5409,5497,17,0
4954,5043,17,0
1570,1579,17,0
5409,5494,17,0
4954,4956,17,0
3962,4044,17,0
1579,1655,17,0
3962,3964,17,0
6338,6341,17,0
4412,4411,17,0
4778,4864,17,0
1415,1501,17,0
5865,5950,17,0
2056,2117,17,0
1415,1498,17,0
5865,5956,17,0
4623,4627,17,0
1415,1421,17,0
5107,5112,17,0
1415,1419,17,0
5559,5570,17,0
3801,3895,17,0
1415,1476,17,0
1902,1910,17,0
2210,2216,17,0
1901,1910,17,0
1737,1729,17,0
1940,1989,17,0
1728,1819,17,0
536,546,17,0
4110,4118,17,0
2687,2681,17,0
2520,2534,17,0
2370,2374,17,0
2209,2247,17,0
1901,1965,17,0
535,539,17,0
2992,3048,17,0
1272,1362,17,0
539,627,17,0
627,593,17,0
884,888,17,0
536,539,17,0
3654,3658,17,0
6535,6495,17,0
3473,3470,17,0
5261,5339,17,0
3318,3399,17,0
3317,3323,17,0
6163,6162,17,0
6011,6010,17,0
5711,5714,17,0
6162,6164,17,0
5711,5800,17,0
5409,5412,17,0
4954,5040,17,0
1579,1658,17,0
5411,5409,17,0
4954,5037,17,0
3962,4041,17,0
1579,1571,17,0
4410,4492,17,0
3962,3959,17,0
4778,4784,17,0
3961,4041,17,0
5865,5953,17,0
4621,4622,17,0
5865,5868,17,0
5566,5570,17,0
3801,3810,17,0
2836,2852,17,0
1421,1415,17,0
5107,5195,17,0
4263,4259,17,0
4109,4118,17,0
2682,2687,17,0
2521,2519,17,0
2209,2216,17,0
1940,1910,17,0
2369,2366,17,0
1272,1270,17,0
3069,2986,17,0
1068,1072,17,0
2986,2992,17,0
2369,2366,17,0
888,884,17,0
627,568,17,0
3048,3069,17,0
6490,6502,18,0
3518,3468,18,0
5263,5261,18,0
3473,3479,18,0
5261,5264,18,0
3318,3396,18,0
3318,3402,18,0
6162,6247,18,0
6010,6072,18,0
5711,5797,18,0
6162,6244,18,0
5711,5794,18,0
5409,5491,18,0
4955,4954,18,0
1579,1652,18,0
4410,4415,18,0
6171,6162,18,0
4775,4777,18,0
6339,6342,18,0
3961,3967,18,0
3167,3170,18,0
1416,1421,18,0
5105,5107,18,0
3801,3898,18,0
5107,5111,18,0
3802,3895,18,0
4109,4118,18,0
2682,2687,18,0
2534,2521,18,0
1910,1901,18,0
1729,1757,18,0
4109,4118,18,0
2223,2241,18,0
1902,1906,18,0
1728,1757,18,0
1901,1938,18,0
1728,1737,18,0
1072,1153,18,0
4114,4109,18,0
2370,2366,18,0
1737,1728,18,0
976,887,18,0
4113,4110,18,0
885,890,18,0
2987,3075,18,0
536,621,18,0
3474,3561,18,0
5261,5342,18,0
3475,3474,18,0
5261,5345,18,0
3319,3318,18,0
3318,3320,18,0
6010,6092,18,0
3317,3375,18,0
6010,6098,18,0
5711,5716,18,0
5410,5414,18,0
4953,4951,18,0
4959,4954,18,0
1569,1577,18,0
6162,6171,18,0
6338,6335,18,0
3175,3167,18,0
5020,4951,18,0
4777,4858,18,0
3962,3959,18,0
2064,2055,18,0
5559,5570,18,0
2836,2898,18,0
1416,1514,18,1
5871,5866,18,0
1421,1415,18,1
5871,5878,18,0
1421,1416,18,0
4288,4260,18,1
3802,3806,18,0
1415,1473,18,0
2520,2558,18,0
1270,1272,18,0
1902,1900,18,0
1729,1737,18,0
1273,1362,18,0
4110,4193,18,0
1272,1270,18,0
888,884,18,0
4109,4221,18,0
2986,3041,18,0
976,992,18,0
535,648,18,0
731,736,18,0
535,642,18,0
3667,3658,18,0
6535,6502,19,0
3474,3558,19,0
3474,3564,19,0
5261,5259,19,0
6010,6012,19,0
5720,5734,19,0
5409,5440,19,0
3318,3402,19,0
6010,6095,19,0
5409,5414,19,0
4411,4498,19,0
6099,6017,19,0
5449,5464,19,0
6338,6424,19,0
6016,6009,19,0
6009,6017,19,0
4782,4778,19,0
4622,4627,19,0
2056,2064,19,0
5559,5570,19,0
3961,3957,19,0
5559,5570,19,0
3961,4041,19,0
5871,5866,19,0
3961,3959,19,0
5108,5105,19,0
4259,4263,19,0
5108,5189,19,0
3962,4016,19,0
3868,3898,19,0
2520,2524,19,0
1415,1514,19,0
5107,5105,19,0
2681,2687,19,0
2282,2223,19,0
1910,1901,19,0
1729,1737,19,0
1131,1072,19,0
1729,1795,19,0
1272,1270,19,0
4109,4224,19,0
2987,3098,19,0
1737,1729,19,0
886,976,19,0
4109,4218,19,0
2986,2992,19,0
976,995,19,0
733,732,19,0
534,535,19,0
732,844,19,0
535,645,19,0
3653,3658,19,0
6490,6493,19,0
6491,6499,19,0
3474,3476,19,0
5259,5262,19,0
3318,3321,19,0
3317,3323,19,0
6183,6226,19,0
3318,3323,19,0
1568,1577,19,0
6171,6183,19,0
5409,5414,19,0
3318,3396,19,0
3170,3237,19,0
6339,6336,19,0
6161,6250,19,0
4775,4778,19,0
4410,4492,19,0
3323,3318,19,0
2056,2064,19,0
6162,6194,19,0
6099,6095,19,0
4953,4988,19,0
4627,4622,19,0
3317,3323,19,0
6338,6439,19,1
4621,4622,19,0
2837,2834,19,0
6409,6398,19,0
4623,4685,19,0
6409,6336,19,0
5878,5871,19,0
5566,5570,19,0
4622,4621,19,0
4259,4263,19,0
4622,4618,19,0
4259,4263,19,0
2520,2626,19,0
1416,1419,19,0
5109,5108,19,0
3961,3992,19,0
2681,2744,19,0
5108,5221,19,0
3895,3868,19,0
2209,2247,19,0
2374,2369,19,0
1940,2014,19,0
1910,1901,19,0
1072,1181,19,0
4111,4109,19,0
2988,2987,19,0
1729,1731,19,0
976,998,19,0
4109,4112,19,0
2987,3101,19,0
1729,1845,19,0
732,841,19,0
535,533,19,0
4110,4108,19,0
732,734,19,0
4110,4118,19,0
4109,4146,19,0
4110,4118,19,0
4109,4146,19,0
6492,6490,20,0
6490,6581,20,0
5720,5734,20,1
1569,1606,20,0
4419,4411,20,0
2055,2064,20,0
6162,6171,20,0
6099,6013,20,0
5410,5414,20,0
3323,3318,20,0
4953,4959,20,0
4951,4953,20,0
2836,2835,20,0
6339,6369,20,0
5559,5570,20,0
2836,2834,20,0
5878,5871,20,0
4623,4627,20,0
4259,4365,20,0
1514,1416,20,0
4259,4262,20,0
3967,3962,20,0
2711,2681,20,0
2520,2629,20,0
5108,5110,20,0
3963,3961,20,0
3801,3918,20,0
2520,2632,20,0
5108,5215,20,0
3801,3915,20,0
2369,2372,20,0
1940,1904,20,0
1072,1184,20,0
2369,2476,20,0
1940,2017,20,0
1072,1178,20,0
884,883,20,0
2987,2989,20,0
1729,1842,20,0
884,888,20,0
2987,3095,20,0
1730,1729,20,0
732,847,20,0
2987,3098,20,0
737,732,20,0
731,737,20,0
3667,3714,20,0
732,736,20,0
761,731,20,0
4118,4110,20,0
823,789,20,0
731,737,20,0
6490,6578,20,0
6490,6575,20,0
5261,5258,20,0
5261,5257,20,0
5716,5711,20,1
5262,5259,20,0
1579,1577,20,0
5720,5734,20,1
1568,1577,20,0
5711,5734,20,1
3166,3252,20,0
2056,2061,20,0
1568,1577,20,0
6161,6171,20,0
6010,6039,20,0
5712,5742,20,1
4777,4784,20,0
2056,2054,20,0
6099,6007,20,0
5720,5716,20,1
5409,5414,20,0
4778,4858,20,0
4411,4419,20,0
2055,2117,20,0
6099,6015,20,0
5020,4985,20,0
4782,4778,20,0
4414,4410,20,0
2055,2064,20,0
6339,6372,20,0
6009,6013,20,0
5560,5570,20,0
4410,4472,20,0
2836,2839,20,0
2064,2056,20,0
6010,6015,20,0
2836,2945,20,0
2055,2064,20,0
5866,5928,20,0
4622,4730,20,0
4259,4371,20,0
2681,2793,20,0
1417,1416,20,0
4259,4368,20,0
3961,3964,20,0
2683,2681,20,0
2522,2520,20,0
2223,2302,20,0
5108,5218,20,0
3961,4067,20,0
3803,3801,20,0
2520,2525,20,0
3801,3921,20,0
2369,2482,20,0
1903,1940,20,0
1272,1275,20,0
1073,1072,20,0
2369,2479,20,0
1940,2011,20,0
1274,1272,20,0
1072,1074,20,0
1902,1910,20,0
1072,1128,20,0
1729,1848,20,0
1071,1075,20,0
2986,2992,20,0
921,976,20,0
884,888,20,0
890,885,20,0
3654,3658,20,0
4109,4199,20,0
6490,6502,21,0
3474,3479,21,0
5339,5262,21,0
6183,6247,21,0
3317,3402,21,0
5711,5734,21,0
3317,3321,21,0
4953,5016,21,0
3317,3402,21,0
6340,6409,21,0
5566,5649,21,0
4779,4778,21,0
4410,4520,21,0
6339,6336,21,0
4778,4890,21,0
4410,4517,21,0
2838,2836,21,0
2056,2064,21,0
2836,2948,21,0
2056,2170,21,0
6011,6099,21,0
5866,5871,21,0
4622,4736,21,0
1416,1531,21,0
4622,4625,21,0
4261,4259,21,0
2681,2684,21,0
2209,2212,21,0
1416,1525,21,0
5866,5863,21,0
3961,4070,21,0
2681,2799,21,1
2520,2523,21,0
2210,2216,21,0
3961,4073,21,0
3801,3804,21,0
3961,3966,21,0
2371,2369,21,0
1272,1387,21,0
1910,1902,21,0
1272,1381,21,0
536,539,21,0
1071,1066,21,0
2986,2992,21,0
884,890,21,0
6535,6502,21,0
6502,6490,21,0
6535,6502,21,0
6535,6502,21,0
5262,5316,21,0
6491,6499,21,0
3166,3170,21,0
6183,6226,21,0
1568,1577,21,0
6161,6171,21,0
5711,5717,21,0
6162,6250,21,0
5020,4951,21,0
3319,3318,21,0
5414,5409,21,0
3318,3425,21,0
1579,1577,21,0
6409,6451,21,0
5561,5566,21,0
5410,5520,21,0
4778,4887,21,0
4410,4523,21,0
6409,6454,21,0
4778,4780,21,0
4412,4410,21,0
2836,2942,21,0
2057,2056,21,0
6099,6120,21,0
2056,2167,21,0
6099,6012,21,0
4622,4733,21,0
1416,1528,21,0
5866,5983,21,0
5147,5111,21,0
4624,4622,21,0
4259,4371,21,0
2681,2790,21,0
2521,2629,21,0
2209,2325,21,0
1416,1418,21,0
5866,5980,21,0
4260,4288,21,0
2681,2796,21,0
2209,2328,21,0
1514,1415,21,0
4622,4730,21,0
4259,4288,21,0
3959,3962,21,0
2687,2682,21,0
4623,4627,21,0
4321,4263,21,0
2682,2799,21,0
1901,1910,21,0
1272,1384,21,0
536,618,21,0
1910,1940,21,0
1071,1075,21,0
2986,2990,21,0
1729,1737,21,0
1901,1992,21,0
1940,1959,21,0
884,888,21,0
4109,4193,21,0
3654,3658,21,0
3654,3789,21,0
732,736,21,0
732,819,21,0
737,731,21,0
3518,3538,22,0
6535,6556,22,0
6161,6273,22,0
6161,6270,22,0
3318,3422,22,0
1579,1681,22,0
5566,5562,22,0
5411,5410,22,0
3318,3428,22,0
1579,1684,22,0
6409,6341,22,0
5566,5674,22,0
5410,5517,22,0
4778,4884,22,0
4410,4413,22,0
2837,2852,22,0
6409,6448,22,0
2056,2164,22,0
6339,6439,22,0
6099,6123,22,0
2056,2058,22,0
6099,6126,22,0
5108,5112,22,0
2521,2558,22,0
2055,2064,22,0
6010,6015,22,0
5867,5866,22,0
2211,2209,22,0
2055,2064,22,0
6009,6017,22,0
5866,5977,22,0
2209,2322,22,0
1416,1421,22,0
6015,6009,22,0
4622,4736,22,0
2799,2682,22,0
2055,2064,22,0
3918,3802,22,0
2223,2302,22,0
2216,2209,22,0
1066,1072,22,0
6099,6042,22,0
4263,4321,22,0
1737,1728,22,0
6009,6017,22,0
2987,2992,22,0
2992,2986,22,0
2992,2987,22,0
1940,1910,22,0
2987,2985,22,0
992,976,22,1
4110,4241,22,0
884,888,22,1
4109,4224,22,0
3655,3654,22,0
3654,3786,22,0
732,872,22,0
5261,5259,22,0
3473,3470,22,0
6491,6499,22,0
5262,5259,22,0
3474,3538,22,0
3167,3169,22,0
3166,3274,22,0
5774,5712,22,0
6163,6161,22,0
4954,5068,22,0
6161,6276,22,0
4954,4956,22,0
3318,3320,22,0
1570,1579,22,0
5566,5671,22,0
5410,5523,22,0
4411,4472,22,0
2836,2852,22,0
1579,1571,22,0
5566,5668,22,0
5410,5412,22,0
2837,2841,22,0
5559,5671,22,0
5414,5410,22,0
6409,6401,22,0
5559,5643,22,0
5449,5470,22,0
5107,5105,22,0
2949,2834,22,0
2520,2519,22,0
5566,5570,22,0
2949,2921,22,0
2520,2534,22,0
5866,5868,22,0
2836,2924,22,0
2521,2524,22,0
1416,1421,22,0
5570,5566,22,0
4621,4623,22,0
2681,2687,22,0
2520,2605,22,0
5566,5570,22,0
3802,3810,22,0
2055,2064,22,0
1336,1273,22,0
2209,2216,22,0
4321,4263,22,0
536,539,22,0
1729,1737,22,0
6099,6066,22,0
1757,1728,22,0
1901,1910,22,0
1728,1734,22,0
3048,3041,22,0
4110,4244,22,0
976,890,22,1
4110,4112,22,0
3654,3656,22,0
884,970,22,1
3654,3783,22,0
885,890,22,1
5262,5371,23,0
3479,3473,23,0
5262,5264,23,0
3237,3280,23,0
5716,5712,23,0
3167,3277,23,0
6161,6164,23,0
4954,5062,23,0
3318,3323,23,0
4955,4954,23,0
4777,4782,23,0
1579,1678,23,0
5449,5464,23,0
2834,2837,23,0
1421,1415,23,0
3961,3967,23,0
2799,2681,23,1
2370,2374,23,0
1416,1421,23,0
5566,5570,23,0
3961,4016,23,0
2520,2605,23,0
3967,3962,23,0
2209,2216,23,0
1272,1330,23,0
1071,1066,23,0
3965,3961,23,0
1273,1270,23,0
627,539,23,0
4321,4257,23,0
3962,3967,23,0
627,539,23,0
3962,3958,23,0
6010,6017,23,0
3959,3962,23,0
1757,1729,23,0
6099,6015,23,0
3962,3967,23,0
2992,2986,23,0
6017,6009,23,0
4110,4247,23,0
6535,6493,23,0
3474,3479,23,0
6535,6603,23,0
5262,5368,23,0
5263,5262,23,0
5720,5828,23,0
3168,3167,23,0
5711,5710,23,0
3167,3280,23,0
6183,6226,23,0
3318,3323,23,0
4954,5065,23,0
4777,4833,23,0
4411,4443,23,0
1568,1600,23,0
1579,1577,23,0
5414,5409,23,0
5147,5114,23,0
2834,2837,23,0
5866,5896,23,0
2370,2366,23,0
5570,5559,23,0
5871,5866,23,0
5566,5570,23,0
3805,3868,23,0
2520,2525,23,0
2210,2299,23,0
2525,2520,23,1
1514,1415,23,0
4321,4339,23,0
627,571,23,0
1729,1757,23,0
3962,3964,23,0
3048,3069,23,0
6010,6147,23,0
3962,4092,23,0
6011,6010,23,0
1902,2038,23,0
6535,6495,24,0
3475,3473,24,0
6535,6600,24,0
5262,5365,24,0
3167,3274,24,0
5720,5825,24,0
6161,6171,24,0
3318,3435,24,1
6162,6171,24,0
4959,4954,24,0
4775,4778,24,0
4411,4419,24,0
3318,3322,24,1
6183,6160,24,0
5020,4958,24,0
3430,3323,24,0
4954,5065,24,0
1568,1577,24,0
5449,5414,24,0
5107,5112,24,0
3323,3317,24,0
3318,3428,24,0
2837,2852,24,0
3318,3399,24,0
2681,2687,24,0
2370,2366,24,0
3317,3323,24,0
2681,2687,24,0
2370,2366,24,0
5866,5871,24,0
2682,2799,24,0
2216,2210,24,0
3317,3428,24,1
2374,2370,24,0
2223,2244,24,0
1514,1416,24,0
4263,4321,24,0
2520,2534,24,1
1416,1514,24,0
2223,2208,24,0
1498,1416,24,0
2987,2992,24,0
3962,4095,24,0
2986,2992,24,0
6010,6144,24,0
3962,4098,24,0
6535,6606,24,0
5261,5259,24,0
3473,3476,24,0
6492,6535,24,0
5259,5262,24,0
6499,6491,24,0
5262,5259,24,0
3237,3198,24,0
5720,5822,24,0
5262,5259,24,0
5713,5720,24,0
5262,5294,24,0
4782,4778,24,0
4778,4782,24,0
4954,5068,24,0
4777,4782,24,0
1569,1600,24,0
6409,6336,24,0
6171,6162,24,0
5409,5414,24,0
5107,5105,24,0
4778,4775,24,0
6162,6171,24,0
5107,5105,24,0
4778,4775,24,0
5108,5105,24,0
2949,2872,24,0
4621,4623,24,0
2837,2834,24,0
5878,5950,24,0
3801,3898,24,0
2681,2679,24,0
2056,2061,24,0
3317,3455,24,0
1071,1128,24,0
3319,3317,24,0
1270,1273,24,0
1072,1106,24,0
4259,4262,24,0
2374,2369,24,0
1270,1272,24,0
535,618,24,0
4260,4263,24,0
2520,2525,24,1
2210,2296,24,0
1415,1554,24,0
2521,2525,24,1
1415,1557,24,0
2987,3121,24,0
2520,2534,24,1
3473,3586,25,0
3473,3589,25,0
6490,6530,25,0
5720,5714,25,0
5374,5259,25,0
1568,1606,25,0
6409,6439,25,0
5409,5414,25,0
6162,6171,25,0
5523,5409,25,0
4777,4775,25,0
5866,5871,25,0
2838,2837,25,0
2682,2799,25,0
5559,5565,25,0
2837,2974,25,0
3317,3320,25,0
3317,3452,25,0
1072,1066,25,0
536,667,25,0
4259,4263,25,0
2370,2372,25,0
2210,2216,25,0
1072,1210,25,0
539,535,25,0
4259,4397,25,0
1728,1737,25,0
1417,1415,25,0
3473,3583,25,0
6535,6502,25,0
6535,6502,25,0
5712,5734,25,0
5259,5262,25,0
1579,1606,25,0
6349,6338,25,0
1579,1652,25,0
1579,1577,25,0
6162,6244,25,0
5449,5414,25,0
4864,4778,25,0
1569,1577,25,0
4777,4775,25,0
5878,5931,25,0
3898,3802,25,0
2811,2771,25,0
5108,5241,25,0
2837,2971,25,0
5561,5559,25,0
2837,2968,25,0
2171,2064,25,0
5559,5562,25,0
3317,3449,25,0
2171,2058,25,0
2370,2374,25,0
1270,1272,25,0
1073,1072,25,0
536,533,25,0
5720,5716,26,0
3474,3470,26,0
3167,3172,26,0
5720,5771,26,0
5262,5339,26,0
4524,4492,26,0
3166,3172,26,0
5716,5712,26,0
4953,4951,26,0
5020,4959,26,0
6439,6339,26,0
6183,6273,26,0
6349,6409,26,0
4778,4780,26,0
4652,4622,26,0
1569,1600,26,0
5865,5983,26,0
4778,4912,26,0
4623,4621,26,0
3868,3835,26,0
2682,2687,26,0
5109,5108,26,0
3801,3805,26,0
5108,5110,26,0
2837,2839,26,0
5559,5694,26,0
2057,2171,26,0
3473,3482,26,0
5259,5262,26,0
3237,3201,26,0
5711,5710,26,0
4951,4953,26,0
6183,6159,26,0
6338,6341,26,0
6161,6171,26,0
6338,6476,26,0
6183,6171,26,0
4779,4778,26,0
4622,4625,26,0
2681,2818,26,0
4778,4915,26,0
4622,4756,26,0
3868,3941,26,0
2681,2821,26,0
5865,5871,26,0
5108,5247,26,0
3868,3804,26,0
2949,2974,26,0
1568,1655,26,1
3470,3518,27,0
6535,6499,27,0
4410,4446,27,0
4524,4419,27,0
3166,3175,27,0
4524,4419,27,0
3237,3172,27,0
4959,5020,27,0
6338,6479,27,0
6161,6299,27,0
5449,5542,27,0
4959,4954,27,0
6338,6473,27,0
6161,6164,27,0
5411,5449,27,0
4778,4909,27,0
4622,4759,27,0
2681,2824,27,0
4411,4419,27,0
3168,3167,27,0
3167,3169,27,0
5020,4956,27,0
6340,6338,27,0
6163,6161,27,0
5449,5545,27,0
4955,5020,27,0
3474,3470,28,0
3518,3561,28,0
6490,6496,28,0
4411,4419,28,0
6535,6603,28,0
4524,4413,28,0
3167,3306,28,0
3167,3303,28,0
5711,5797,28,0
5262,5259,28,0
3473,3470,28,0
5261,5264,28,0
6491,6629,28,0
4524,4545,28,0
6491,6632,28,0
4524,4542,28,0
3167,3300,28,0
5712,5734,29,0
3518,3479,29,0
5261,5394,29,0
5263,5261,29,0
6491,6493,29,0
4524,4548,29,0
6491,6626,29,0
4412,4524,29,0
5261,5391,29,0
5261,5397,29,0
5711,5734,30,0
3475,3474,30,0
5712,5822,30,0
5711,5851,30,0
3474,3609,30,0
13102,13106,30,0
13102,13112,30,0
12958,12955,30,0
12937,12934,30,0
12780,12782,30,0
12630,12629,30,0
12481,12489,30,0
12480,12485,30,0
12331,12330,30,0
12331,12336,30,0
12179,12175,30,0
12033,12030,30,0
11883,11880,30,0
11880,11883,30,0
11732,11736,30,0
11574,11581,30,0
11417,11420,30,0
11417,11426,30,0
11270,11275,30,0
11119,11117,30,0
11119,11128,30,0
10967,10964,30,0
10964,10961,30,0
10838,10837,30,0
10847,10838,30,0
10737,10734,30,0
10737,10735,30,0
10588,10582,30,0
10555,10560,30,0
10555,10560,30,0
10402,10400,30,0
10400,10401,30,0
10247,10252,30,0
10248,10256,30,0
10099,10105,30,0
9948,9951,30,0
9951,9948,30,0
9805,9797,30,0
9796,9801,30,0
9654,9646,30,0
9497,9501,30,0
9503,9497,30,0
9327,9321,30,1
9322,9318,30,0
9174,9168,30,0
9173,9168,30,0
9014,9017,30,0
8857,8853,30,0
8705,8701,30,0
8547,8552,30,0
8520,8517,30,0
8519,8525,30,0
8360,8366,30,0
8207,8216,30,0
8208,8213,30,0
7883,7886,30,0
7702,7698,30,0
7548,7551,30,0
7395,7392,30,0
7251,7256,30,0
7251,7249,30,0
7099,7097,30,0
7100,7098,30,0
6955,6952,30,0
6800,6801,30,0
6800,6802,30,0
12032,12030,30,0
11416,11421,30,0
10847,10839,30,0
10583,10580,30,0
10554,10558,30,0
10401,10399,30,0
9013,9011,30,0
8857,8861,30,0
8208,8213,30,0
8054,8061,30,0
7252,7249,30,0
12630,12634,30,0
11416,11426,30,0
10588,10583,30,0
9645,9643,30,0
8857,8862,30,0
8364,8360,30,0
8207,8212,30,0
7728,7735,30,0
7099,7098,30,0
12331,12341,30,0
11417,11422,30,0
10582,10586,30,0
8360,8366,30,0
7887,7890,30,1
12331,12343,30,0
12175,12179,30,0
11426,11416,30,0
10582,10587,30,0
12332,12339,30,0
12179,12175,30,0
10583,10587,30,0
8360,8366,30,0
12331,12336,30,0
8368,8360,30,0
8360,8366,30,0
8360,8367,30,0
8370,8366,30,0
8361,8366,30,0
13103,13112,31,0
12481,12485,31,0
11575,11583,31,0
11270,11269,31,0
11118,11122,31,0
10737,10734,31,0
10099,10105,31,0
9321,9318,31,0
9168,9174,31,0
8700,8711,31,1
8547,8552,31,0
8027,8029,31,0
6657,6651,31,0
12954,12958,31,0
10964,10974,31,0
10401,10407,31,0
10247,10256,31,0
9796,9805,31,0
9017,9013,31,0
8547,8552,31,0
12630,12628,31,0
12032,12030,31,0
9646,9654,31,0
8548,8555,31,0
8062,8053,31,0
7725,7727,31,0
7251,7249,31,0
6949,6960,31,0
10555,10558,31,0
8856,8860,31,0
7104,7100,31,0
6960,6956,31,0
11416,11426,31,0
8208,8216,31,0
12329,12332,31,0
12175,12178,31,0
8207,8212,31,0
8208,8216,31,0
8208,8216,31,0
8361,8397,31,0
13103,13112,31,0
12782,12777,31,0
